iter	Passed	Remaining
475	1086	1196
476	1088	1193
477	1090	1190
478	1092	1187
479	1093	1184
480	1095	1182
481	1097	1179
482	1099	1176
483	1100	1173
484	1103	1171
485	1104	1168
486	1106	1165
487	1108	1162
488	1109	1159
489	1111	1156
490	1113	1154
491	1115	1151
492	1117	1149
493	1119	1146
494	1120	1143
495	1122	1140
496	1124	1137
497	1126	1135
498	1128	1132
499	1130	1130
500	1132	1127
501	1133	1124
502	1135	1122
503	1137	1119
504	1138	1116
505	1140	1113
506	1143	1111
507	1145	1109
508	1147	1106
509	1148	1103
510	1150	1101
511	1152	1098
512	1153	1095
513	1155	1092
514	1157	1090
515	1159	1087
516	1161	1085
517	1163	1082
518	1165	1079
519	1166	1077
520	1168	1074
521	1170	1071
522	1172	1069
523	1174	1066
524	1175	1063
525	1177	1061
526	1179	1058
527	1181	1055
528	1182	1053
529	1184	1050
530	1186	1048
531	1188	1045
532	1190	1043
533	1192	1040
534	1194	1037
535	1195	1035
536	1197	1032
537	1199	1029
538	1202	1028
539	1204	1025
540	1206	1023
541	1208	1021
542	1210	1018
543	1212	1015
544	1214	1013
545	1216	1011
546	1218	1008
547	1220	1006
548	1222	1004
549	1224	1001
550	1226	999
551	1227	996
552	1229	994
553	1231	991
554	1233	989
555	1235	986
556	1237	984
557	1239	981
558	1241	979
559	1242	976
560	1244	974
561	1246	971
562	1248	968
563	1250	966
564	1252	964
565	1254	961
566	1255	959
567	1257	956
568	1259	954
569	1261	951
570	1263	948
571	1264	946
572	1266	943
573	1268	941
574	1270	938
575	1271	936
576	1274	934
577	1275	931
578	1277	928
579	1279	926
580	1281	923
581	1282	921
582	1284	918
583	1286	916
584	1288	913
585	1290	911
586	1291	909
587	1293	906
588	1295	903
589	1304	906
590	1306	903
591	1307	901
592	1309	898
593	1310	896
594	1312	893
595	1314	891
596	1316	888
597	1318	886
598	1320	883
599	1321	881
600	1323	878
601	1325	876
602	1327	873
603	1329	871
604	1330	868
605	1332	866
606	1334	864
607	1336	861
608	1338	859
609	1339	856
610	1341	854
611	1343	851
612	1345	849
613	1347	847
614	1349	844
615	1351	842
616	1352	839
617	1354	837
618	1356	834
619	1358	832
620	1360	830
621	1361	827
622	1363	825
623	1365	822
624	1367	820
625	1369	817
626	1370	815
627	1372	813
628	1375	811
629	1377	809
630	1379	806
631	1381	804
632	1384	802
633	1386	800
634	1388	797
635	1390	795
636	1392	793
637	1394	791
638	1396	789
639	1398	786
640	1400	784
641	1401	781
642	1403	779
643	1406	777
644	1409	775
645	1411	773
646	1413	771
647	1415	769
648	1417	766
649	1420	764
650	1422	762
651	1423	759
652	1425	757
653	1427	755
654	1429	752
655	1431	750
656	1433	748
657	1435	745
658	1436	743
659	1438	741
660	1440	738
661	1442	736
662	1443	733
663	1445	731
664	1447	729
665	1448	726
666	1450	724
667	1452	721
668	1454	719
669	1455	717
670	1457	714
671	1459	712
672	1460	709
673	1462	707
674	1464	705
675	1466	702
676	1467	700
677	1469	697
678	1471	695
679	1472	693
680	1474	690
681	1476	688
682	1478	686
683	1479	683
684	1481	681
685	1483	678
686	1484	676
687	1486	674
688	1488	671
689	1489	669
690	1491	667
691	1493	664
692	1495	662
693	1496	660
694	1498	657
695	1500	655
696	1502	652
697	1503	650
698	1505	648
699	1507	646
700	1509	643
701	1510	641
702	1512	638
703	1514	636
704	1515	634
705	1517	631
706	1519	629
707	1520	627
708	1522	624
709	1524	622
710	1525	620
711	1527	617
712	1529	615
713	1531	613
714	1532	610
715	1534	608
716	1536	606
717	1537	604
718	1539	601
719	1541	599
720	1542	597
721	1544	594
722	1546	592
723	1548	590
724	1550	588
725	1552	586
726	1554	583
727	1556	581
728	1558	579
729	1560	577
730	1562	574
731	1564	572
732	1566	570
733	1568	568
734	1570	566
735	1571	563
736	1573	561
737	1575	559
738	1577	557
739	1578	554
740	1581	552
741	1582	550
742	1584	548
743	1586	545
744	1588	543
745	1590	541
746	1592	539
747	1594	537
748	1596	534
749	1598	532
750	1599	530
751	1601	528
752	1603	526
753	1605	523
754	1607	521
755	1609	519
756	1610	517
757	1612	514
758	1614	512
759	1616	510
760	1618	508
761	1620	506
762	1622	503
763	1624	501
764	1625	499
765	1627	497
766	1629	494
767	1631	492
768	1632	490
769	1634	488
770	1636	486
771	1638	483
772	1639	481
773	1641	479
774	1643	477
775	1644	474
776	1646	472
777	1648	470
778	1649	468
779	1651	465
780	1653	463
781	1655	461
782	1656	459
783	1658	456
784	1660	454
785	1662	452
786	1663	450
787	1665	448
788	1667	445
789	1668	443
790	1670	441
791	1672	439
792	1673	436
793	1675	434
794	1677	432
795	1679	430
796	1680	428
797	1682	425
798	1684	423
799	1686	421
800	1687	419
801	1689	417
802	1691	414
803	1692	412
804	1694	410
805	1696	408
806	1697	406
807	1699	403
808	1701	401
809	1702	399
810	1704	397
811	1706	395
812	1708	392
813	1709	390
814	1711	388
815	1713	386
816	1714	384
817	1716	381
818	1718	379
819	1721	377
820	1723	375
821	1725	373
822	1727	371
823	1729	369
824	1731	367
825	1733	365
826	1735	362
827	1737	360
828	1739	358
829	1741	356
830	1743	354
831	1745	352
832	1746	350
833	1748	348
834	1750	345
835	1752	343
836	1753	341
837	1755	339
838	1757	337
839	1759	335
840	1760	332
841	1762	330
842	1764	328
843	1765	326
844	1767	324
845	1769	322
846	1771	319
847	1772	317
848	1774	315
849	1776	313
850	1778	311
851	1779	309
852	1781	307
853	1783	304
854	1785	302
855	1787	300
856	1789	298
857	1790	296
858	1793	294
859	1794	292
860	1796	290
861	1798	287
862	1800	285
863	1802	283
864	1803	281
865	1805	279
866	1807	277
867	1809	275
868	1810	272
869	1812	270
870	1814	268
871	1816	266
872	1817	264
873	1819	262
874	1821	260
875	1822	258
876	1824	255
877	1826	253
878	1828	251
879	1829	249
880	1831	247
881	1833	245
882	1834	243
883	1836	240
884	1838	238
885	1839	236
886	1841	234
887	1843	232
888	1844	230
889	1846	228
890	1848	226
891	1850	224
892	1852	221
893	1854	219
894	1856	217
895	1858	215
896	1859	213
897	1861	211
898	1863	209
899	1864	207
900	1866	205
901	1868	202
902	1869	200
903	1871	198
904	1873	196
905	1875	194
906	1876	192
907	1878	190
908	1880	188
909	1881	186
910	1883	184
911	1885	181
912	1887	179
913	1888	177
914	1890	175
915	1893	173
916	1895	171
917	1897	169
918	1899	167
919	1901	165
920	1902	163
921	1904	161
922	1906	159
923	1908	156
924	1910	154
925	1927	154
926	1929	151
927	1930	149
928	1932	147
929	1934	145
930	1935	143
931	1937	141
932	1939	139
933	1941	137
934	1942	135
935	1944	132
936	1946	130
937	1947	128
938	1949	126
939	1951	124
940	1953	122
941	1955	120
942	1957	118
943	1958	116
944	1960	114
945	1962	112
946	1964	109
947	1965	107
948	1967	105
949	1969	103
950	1971	101
951	1972	99
952	1974	97
953	1976	95
954	1978	93
955	1979	91
956	1981	89
957	1982	86
958	1985	84
959	1987	82
960	1988	80
961	1990	78
962	1992	76
963	1994	74
964	1995	72
965	1997	70
966	1999	68
967	2001	66
968	2002	64
969	2004	61
970	2006	59
971	2008	57
972	2009	55
973	2011	53
974	2013	51
975	2014	49
976	2016	47
977	2018	45
978	2019	43
979	2021	41
980	2023	39
981	2025	37
982	2026	35
983	2028	32
984	2030	30
985	2031	28
986	2033	26
987	2035	24
988	2037	22
989	2038	20
990	2040	18
991	2042	16
992	2044	14
993	2045	12
994	2047	10
995	2049	8
996	2050	6
997	2052	4
998	2054	2
999	2056	0
