iter	RMSE
293	0.0850496555
294	0.08493370203
295	0.08483073453
296	0.08468234573
297	0.0845975626
298	0.08443803475
299	0.0844016231
300	0.08430557959
301	0.08407576104
302	0.08396448332
303	0.08379255294
304	0.08366624435
305	0.08353323803
306	0.08347625513
307	0.08337107871
308	0.08322731466
309	0.08310768872
310	0.08298216397
311	0.08280112773
312	0.08271074668
313	0.08259487985
314	0.08251473436
315	0.08236330476
316	0.08226499588
317	0.08216360222
318	0.08211153733
319	0.08196899468
320	0.08180151028
321	0.08173860953
322	0.08165583761
323	0.08154548008
324	0.08141453642
325	0.08123032978
326	0.08110007364
327	0.08108010824
328	0.08091173842
329	0.0808008269
330	0.0807103461
331	0.08064047324
332	0.08057596035
333	0.08049702826
334	0.08038302257
335	0.08029109215
336	0.08008755382
337	0.07997017009
338	0.07984030376
339	0.07972003091
340	0.07963840824
341	0.07952729932
342	0.07937145262
343	0.07928511613
344	0.07922074286
345	0.07906673988
346	0.07898203131
347	0.07884009628
348	0.07871726415
349	0.07856926772
350	0.0785296066
351	0.07839973087
352	0.07836365517
353	0.07825965196
354	0.07817953366
355	0.07809391548
356	0.0779435793
357	0.07786507039
358	0.07777055891
359	0.07763628874
360	0.07751546318
361	0.07736168581
362	0.07723931751
363	0.0771762537
364	0.07704470473
365	0.07693671038
366	0.07682010201
367	0.07672661673
368	0.07663702359
369	0.07659960341
370	0.07644520837
371	0.07632422496
372	0.07625031039
373	0.07607506296
374	0.07598673566
375	0.07589620334
376	0.07576235504
377	0.07569382394
378	0.07559531426
379	0.07550277862
380	0.07546709495
381	0.07535148441
382	0.07527068779
383	0.0751492148
384	0.07505276554
385	0.07489825415
386	0.07481809873
387	0.07473092992
388	0.07457578194
389	0.0744789523
390	0.07436657432
391	0.07418455383
392	0.07411914738
393	0.07400993062
394	0.07394432827
395	0.07379843947
396	0.07371972699
397	0.07365125103
398	0.07363776306
399	0.07355183619
400	0.07345230059
401	0.07338167522
402	0.07330530075
403	0.07324936754
404	0.07315782913
405	0.07305532005
406	0.07288479163
407	0.07274536528
408	0.07264253992
409	0.07256262129
410	0.07243185666
411	0.07237698351
412	0.07228323082
413	0.07223425858
414	0.07217257338
415	0.07211258668
416	0.07204354808
417	0.07195621429
418	0.07192055284
419	0.07183870269
420	0.07177011821
421	0.07168540192
422	0.07156211776
423	0.07148261161
424	0.07139253534
425	0.07130072488
426	0.07117588616
427	0.07108913369
428	0.07102658999
429	0.07094229892
430	0.07084076091
431	0.07076998804
432	0.07066133303
433	0.07059061269
434	0.07048841304
435	0.0704377623
436	0.07034860358
437	0.07028713728
438	0.07021996389
439	0.07018196037
440	0.07013402213
441	0.0700162902
442	0.06998494704
443	0.06996670567
444	0.06983908415
445	0.06972179363
446	0.06966567647
447	0.06955401102
448	0.06944299566
449	0.06933902139
450	0.06921665165
451	0.06912408581
452	0.06907286223
453	0.06898723934
454	0.06888677664
455	0.06885009297
456	0.06876877726
457	0.06865548367
458	0.06858495871
459	0.0685414589
460	0.06843267261
461	0.06834134892
462	0.06828057932
463	0.06820493979
464	0.06807417866
465	0.06801039309
466	0.06790563914
467	0.06782635308
468	0.067730273
469	0.06759707012
470	0.06749868334
471	0.0674394368
472	0.06735129343
473	0.06724529915
474	0.06717324973
475	0.06707482522
476	0.06699012209
477	0.06697902605
478	0.06686857606
479	0.06678236805
480	0.06666146202
481	0.06656432373
482	0.06651741287
483	0.06645198067
484	0.06637288821
485	0.06628751547
486	0.06626366242
487	0.06619328235
488	0.06614028335
489	0.06604960416
490	0.06597983005
491	0.06594860329
492	0.06590456242
493	0.06580975478
494	0.06578704107
495	0.06571017509
496	0.06559929435
497	0.06548769277
498	0.06540038111
499	0.06536174868
500	0.0653256739
501	0.06522407639
502	0.06516650717
503	0.06509485403
504	0.06501863125
505	0.06494214356
506	0.06488641065
507	0.06477447542
508	0.06469310722
509	0.0646293619
510	0.06455368964
511	0.06452315292
512	0.06445801184
513	0.06438783191
514	0.06433995112
515	0.06425922974
516	0.06419594981
517	0.06410212735
518	0.06404629351
519	0.06396467521
520	0.06387919873
521	0.06378421118
522	0.06370993596
523	0.0636291661
524	0.06357480253
525	0.0634788339
526	0.06344640865
527	0.06340521865
528	0.06332349173
529	0.06325751732
530	0.06320844535
531	0.0631611232
532	0.06309545528
533	0.06307798244
534	0.06296962801
535	0.06291260911
536	0.0628649356
537	0.06278325624
538	0.06276091179
539	0.06270827535
540	0.06260360155
541	0.06251571216
542	0.06244504239
543	0.06232874807
544	0.06227803824
545	0.06220597444
546	0.06213905736
547	0.06201628574
548	0.06195957689
549	0.06186340349
550	0.06182776687
551	0.06178859214
552	0.06171636584
553	0.06159381809
554	0.06146958842
555	0.06142950571
556	0.06136905051
557	0.06126690522
558	0.06118189045
559	0.06109984524
560	0.06105744339
561	0.06096867787
562	0.06093531651
563	0.06091049449
564	0.06083934343
565	0.06075999528
566	0.06073975267
567	0.06067170437
568	0.06065445395
569	0.06057617907
570	0.06053822563
571	0.06049688988
572	0.06044423764
573	0.06037247837
574	0.06031304479
575	0.06025756807
576	0.06019787967
577	0.06016588328
578	0.06009075245
579	0.06005160158
580	0.06000325693
581	0.05991747508
582	0.0598915841
583	0.05981390137
584	0.05972237181
585	0.05965773692
586	0.05958288354
587	0.05949644763
588	0.05943740116
589	0.05938574832
590	0.05934375249
591	0.05929091851
592	0.05920768949
593	0.05918177906
594	0.05914845629
595	0.05907445834
596	0.05903622611
597	0.05899134894
598	0.05893311568
599	0.05886967232
600	0.05882172233
601	0.05871324191
602	0.05865704981
603	0.05858575534
604	0.05854263454
605	0.05851144433
606	0.05845930315
607	0.0584183708
608	0.05839479414
609	0.05834773491
610	0.05826604659
611	0.05822265231
612	0.05812959063
613	0.05807918407
614	0.05801850771
615	0.05799581586
616	0.05795210247
617	0.0578979922
618	0.05785067421
619	0.05776037825
620	0.0576954853
621	0.05764658268
622	0.05756235321
623	0.05748945312
624	0.05745358514
625	0.05737879579
626	0.05730324856
627	0.0572688183
628	0.05724018402
629	0.05715960625
630	0.05712443807
631	0.05708111387
632	0.05701925202
633	0.05696958114
634	0.05692805615
635	0.05683731127
636	0.05677115645
637	0.05669477263
638	0.0566355926
639	0.05657111118
640	0.05654093082
641	0.05647759719
642	0.05646068057
643	0.05638583127
644	0.0562975537
645	0.05625448233
646	0.05622030247
647	0.05618694545
648	0.05612954615
649	0.05606782659
650	0.05596881619
651	0.05593500834
652	0.05590514781
653	0.05587152316
654	0.05584749805
655	0.05578048261
656	0.05574100382
657	0.05571150689
658	0.05566064242
659	0.05559017038
660	0.05550890096
661	0.05545213306
662	0.05538464881
663	0.05532256635
664	0.05524855363
665	0.05521576228
666	0.05518188335
667	0.0551639553
668	0.05509046176
669	0.05504072194
670	0.05501188358
671	0.05495028578
672	0.05488394138
673	0.05484731813
674	0.05480915977
675	0.05477724305
676	0.05474580702
677	0.05471459752
678	0.05464270257
679	0.05455425255
680	0.05451204861
681	0.05442862304
682	0.05438912134
683	0.05432965391
684	0.05426132907
685	0.05420556354
686	0.05409951631
687	0.0540418872
688	0.05400796827
689	0.05395664295
690	0.05394514607
691	0.05387736629
692	0.05383932479
693	0.05376819962
694	0.05372058699
695	0.05366044794
696	0.05361223265
697	0.05354725551
698	0.05350295687
699	0.0534469773
700	0.05340339281
701	0.05333930457
702	0.05329914688
703	0.05324430317
704	0.05320907991
705	0.05319513873
706	0.05317696101
707	0.05313281241
708	0.0531113313
709	0.05305072447
710	0.05299289246
711	0.05293064777
712	0.05288241989
713	0.05279465201
714	0.05274584341
715	0.05269822553
716	0.05267431096
717	0.05259942585
718	0.05255707727
719	0.05250393205
720	0.05241533551
721	0.05237989185
722	0.05237654713
723	0.05231003934
724	0.05223619715
725	0.05219794539
726	0.05212384532
727	0.05208654709
728	0.05201560359
729	0.05196799743
730	0.05190161954
731	0.05184192589
732	0.05178724053
733	0.05174154777
734	0.05165645166
735	0.05160723829
736	0.05157168103
737	0.05152310541
738	0.0514922887
739	0.0514682342
740	0.05142006838
741	0.05138397563
742	0.05134014209
743	0.05129111872
744	0.05126623769
745	0.05119623787
746	0.05116854389
747	0.05112425423
748	0.05108047171
749	0.05103271158
750	0.05097541006
751	0.05088689255
752	0.05082177939
753	0.05078463801
754	0.05073577894
755	0.05069188565
756	0.05063986089
757	0.05058239364
758	0.05052838182
759	0.05046827326
760	0.05041387851
761	0.05035400233
762	0.05033649108
763	0.05026824247
764	0.05020870819
765	0.05018750153
766	0.05015808062
767	0.05010927515
768	0.05009323222
769	0.05005984615
770	0.05001241677
771	0.0499581831
772	0.04992115578
773	0.04990766136
774	0.04984825619
775	0.0498072829
776	0.04977183351
777	0.04971714276
778	0.04967393108
779	0.04963361655
780	0.0495932599
781	0.04956442913
782	0.04951981372
783	0.04946322422
784	0.04942015497
785	0.04939929784
786	0.04936821941
787	0.04933904011
788	0.04929427843
789	0.0492552705
790	0.04919855483
791	0.0491467121
792	0.04910507556
793	0.04905746086
794	0.04900896637
795	0.04899224632
796	0.04895391911
797	0.04889668044
798	0.04886870228
799	0.04884308237
800	0.04879167637
801	0.0487004027
802	0.0486647014
803	0.04859411956
804	0.04854956599
805	0.04851727061
806	0.04848706583
807	0.0484467789
808	0.04838078957
809	0.04833957243
810	0.04829493086
811	0.04826326965
812	0.04821280919
813	0.04817856536
814	0.0481553293
815	0.04811411237
816	0.04807322849
817	0.04802410706
818	0.04796226181
819	0.04792350548
820	0.04787933867
821	0.04781455597
822	0.04778950975
823	0.04776243089
824	0.04770638771
825	0.04767275516
826	0.04762087426
827	0.04757712578
828	0.0475497153
829	0.04751723275
830	0.04748640747
831	0.04744815976
832	0.04741639643
833	0.04737467667
834	0.04733556878
835	0.04729437397
836	0.04723356662
837	0.04718011847
838	0.04712853973
839	0.04708246022
840	0.04705994571
841	0.04702846549
842	0.04698547947
843	0.04694913636
844	0.04691425585
845	0.04686873641
846	0.0468125898
847	0.04677226318
848	0.0467555685
849	0.04668839804
850	0.04666912791
851	0.04662259441
852	0.04659721974
853	0.04656685644
854	0.04651855006
855	0.04648089493
856	0.04644351352
857	0.04641842991
858	0.04637764615
859	0.04634616759
860	0.04630653004
861	0.04623379908
862	0.04617246665
863	0.04612520778
864	0.04607076012
865	0.0460509082
866	0.04599145895
867	0.04593297828
868	0.04589445306
869	0.04585391902
870	0.04582196511
871	0.04575911306
872	0.04573583008
873	0.04569779105
874	0.04566557212
875	0.0456055328
876	0.04553946798
877	0.04550568183
878	0.04548074648
879	0.04542520857
880	0.04538990821
881	0.04538072011
882	0.04534146853
883	0.04530962503
884	0.0452670087
885	0.04521770704
886	0.04517832842
887	0.04514975814
888	0.04510768729
889	0.04506729148
890	0.04501749536
891	0.04498994695
892	0.04494007217
893	0.04490181072
894	0.04485908192
895	0.04480546258
896	0.04478077185
897	0.04476391163
898	0.04472431787
899	0.04468867848
900	0.04467009211
901	0.04463005155
902	0.04457464701
903	0.0445158759
904	0.04446333769
905	0.04442836508
906	0.04440856268
907	0.04437675871
908	0.04433274691
909	0.04430283878
910	0.04428988391
911	0.04425904253
912	0.0442196973
913	0.04417539308
914	0.04413266961
915	0.04410475637
916	0.04404548271
917	0.04399308059
918	0.04396543544
919	0.04392761666
920	0.04389321126
921	0.04385567322
922	0.04381727798
923	0.04381042713
924	0.04378101449
925	0.04375071858
926	0.04370881763
927	0.04366442124
928	0.04361021725
929	0.04355949495
930	0.04350990965
931	0.04348120857
932	0.0434223568
933	0.04341488166
934	0.04337538
935	0.04334717856
936	0.04331556431
937	0.04329851039
938	0.04325650194
939	0.04322804377
940	0.04318285516
941	0.04314809937
942	0.04309347494
943	0.04306340927
944	0.04301133477
945	0.04299425804
946	0.04295796574
947	0.0429153393
948	0.04289616492
949	0.04286885261
950	0.04281008477
951	0.04278573402
952	0.04274340625
953	0.04271439874
954	0.04269180873
955	0.04268117434
956	0.04265992046
957	0.04261338786
958	0.04255602693
959	0.04252557753
960	0.0424867099
961	0.04246852849
962	0.04245060681
963	0.04243762201
964	0.04239345514
965	0.04234088434
966	0.04230199213
967	0.04225222776
968	0.04222124414
969	0.04218247707
970	0.04213291526
971	0.0420967951
972	0.04206377044
973	0.04201458792
974	0.04197054851
975	0.04195001197
976	0.04189554569
977	0.04185259006
978	0.04182998583
979	0.04180959038
980	0.04179314175
981	0.04175595789
982	0.04173106233
983	0.04170077049
984	0.04167385894
985	0.04165692946
986	0.04160801331
987	0.04158124696
988	0.04153393701
989	0.04149032092
990	0.04147028803
991	0.04143471216
992	0.04139970264
993	0.04136724779
994	0.04133912676
995	0.04130620874
996	0.0412759574
997	0.04123212723
998	0.0412208773
999	0.04117864552
